Namespace(action_filter=False, algo='sac-lstm', episode_num=10000, interim_test_num=1, load_from=None, log=True, max_episode_steps=10000, num_stack=1, relaunch_period=5, render=False, reward_type='extra_github', save_period=50, seed=777, start_episode=1, state_filter=False, test=False, test_period=100, track='none')
{'GAMMA': 0.99, 'TAU': 0.005, 'W_ENTROPY': 0.001, 'W_MEAN_REG': 0.0, 'W_STD_REG': 0.0, 'W_PRE_ACTIVATION_REG': 0.0, 'LR_ACTOR': 0.0003, 'LR_VF': 0.0003, 'LR_QF1': 0.0003, 'LR_QF2': 0.0003, 'LR_ENTROPY': 0.0003, 'POLICY_UPDATE_FREQ': 2, 'BATCH_SIZE': 32, 'EPISODE_SIZE': 1000, 'STEP_SIZE': 16, 'AUTO_ENTROPY_TUNING': True, 'WEIGHT_DECAY': 0.0, 'INITIAL_RANDOM_ACTION': 10000, 'PREFILL_BUFFER': 16, 'MULTIPLE_LEARN': 1, 'BRAKE_REGION': 200000, 'BRAKE_DIST_MU': 100000, 'BRAKE_DIST_SIGMA': 30000, 'BRAKE_FACTOR': 0.1}
72;384;23847;129;0.071;0.013;0.427;0.435;0.316;-1.114;wheel-2;7;132.08;98.33;665.13
73;312;24159;77;0.323;-0.010;0.430;0.436;0.333;-0.872;wheel-2;7;140.09;89.14;677.52
74;396;24555;122;0.633;0.010;0.422;0.433;0.322;-0.548;wheel-2;7;139.54;93.12;691.63
75;350;24905;139;0.872;-0.001;0.429;0.446;0.297;-0.300;wheel-2;7;128.02;104.14;704.08
76;252;25157;-203;1.278;-0.010;0.410;0.442;0.345;0.085;aalborg;7;128.19;19.68;712.83
77;397;25554;-26;1.399;-0.006;0.442;0.448;0.338;0.174;aalborg;6;111.26;62.10;726.92
78;331;25885;6;1.219;0.005;0.431;0.448;0.327;0.010;aalborg;1;111.80;67.74;739.91
79;321;26206;-58;1.540;0.002;0.477;0.493;0.337;0.233;aalborg;5;111.16;51.23;751.23
80;336;26542;-100;1.376;-0.001;0.440;0.463;0.296;0.178;aalborg;6;111.69;49.17;762.87
81;341;26883;77;1.449;-0.003;0.450;0.464;0.316;0.221;alpine-1;7;152.99;97.32;777.61
82;600;27483;225;1.523;0.003;0.456;0.461;0.320;0.285;alpine-1;7;141.25;98.65;796.36
83;591;28074;219;1.591;-0.002;0.425;0.447;0.308;0.412;alpine-1;7;134.43;95.73;815.00
84;280;28354;-221;1.506;0.001;0.414;0.442;0.310;0.339;alpine-1;7;136.95;24.44;825.87
85;252;28606;-111;1.512;0.006;0.463;0.467;0.306;0.273;alpine-1;7;127.78;45.56;836.67
86;346;28952;38;1.842;0.008;0.512;0.534;0.361;0.431;alpine-2;6;124.91;84.09;853.51
87;252;29204;-6;1.577;0.003;0.463;0.487;0.324;0.302;alpine-2;7;110.81;62.83;864.74
88;363;29567;75;1.651;-0.002;0.513;0.508;0.362;0.270;alpine-2;7;123.69;77.22;879.89
89;252;29819;-9;1.522;0.007;0.504;0.484;0.317;0.213;alpine-2;7;111.65;61.69;891.31
90;252;30071;36;1.410;0.004;0.483;0.480;0.329;0.115;alpine-2;7;111.53;63.97;902.44
91;470;30541;188;1.484;-0.005;0.476;0.471;0.343;0.196;e-track-1;7;127.40;101.63;919.65
92;395;30936;129;1.402;0.004;0.453;0.450;0.362;0.135;e-track-1;7;133.30;98.32;934.69
93;395;31331;110;1.298;-0.002;0.446;0.434;0.326;0.093;e-track-1;6;126.16;89.34;969.55
94;252;31583;-6;1.419;0.004;0.479;0.459;0.328;0.151;e-track-1;7;112.59;68.99;979.41
95;346;31929;93;1.317;0.007;0.512;0.518;0.328;-0.045;e-track-1;4;120.46;86.55;1035.22
96;299;32228;75;1.088;0.004;0.461;0.459;0.320;-0.155;e-track-2;3;140.79;90.14;1045.75
97;1250;33478;473;1.233;0.000;0.383;0.398;0.328;0.123;e-track-2;4;133.02;94.01;1101.74
98;253;33731;16;1.191;0.001;0.347;0.375;0.278;0.191;e-track-2;7;105.11;67.98;1116.74
99;3254;36985;1263;1.135;-0.001;0.365;0.388;0.293;0.089;e-track-2;6;140.51;96.97;1238.89
100;447;37432;154;1.158;0.007;0.360;0.381;0.303;0.110;e-track-2;5;138.38;93.57;1258.31
101;252;37684;-48;1.155;0.008;0.391;0.416;0.336;0.008;e-track-4;7;158.00;33.21;1275.46
102;255;37939;38;1.449;0.013;0.375;0.391;0.366;0.311;e-track-4;7;132.88;89.77;1287.20
103;252;38191;-86;1.025;0.001;0.357;0.379;0.307;-0.018;e-track-4;7;140.63;47.08;1300.38
104;252;38443;-16;1.320;0.004;0.379;0.403;0.375;0.162;e-track-4;7;138.30;70.63;1312.66
105;391;38834;159;1.308;0.005;0.414;0.441;0.379;0.071;e-track-4;7;142.56;113.07;1330.11
106;337;39171;15;1.169;0.002;0.463;0.490;0.339;-0.125;e-track-6;7;123.61;66.11;1347.29
107;252;39423;45;1.253;-0.003;0.451;0.441;0.374;-0.011;e-track-6;6;131.00;95.96;1359.39
108;253;39676;48;1.164;-0.003;0.456;0.476;0.350;-0.117;e-track-6;7;129.54;88.87;1371.95
109;255;39931;37;1.462;0.012;0.521;0.539;0.431;-0.035;e-track-6;7;112.11;80.06;1384.15
110;252;40183;42;1.306;-0.006;0.484;0.531;0.396;-0.102;e-track-6;7;141.11;92.36;1395.25
111;252;40435;-198;1.664;0.009;0.532;0.562;0.434;0.132;eroad;7;158.16;31.31;1405.47
112;709;41144;205;1.490;-0.004;0.535;0.536;0.417;0.005;eroad;7;142.35;99.04;1430.24
113;1113;42257;510;1.520;0.002;0.519;0.526;0.411;0.063;eroad;7;152.00;112.00;1469.01
114;1613;43870;713;1.568;0.002;0.510;0.515;0.408;0.134;eroad;7;141.28;112.14;1527.00
115;726;44596;241;1.363;-0.000;0.480;0.489;0.377;0.017;eroad;7;135.80;95.39;1553.23
116;324;44920;125;1.323;-0.002;0.477;0.472;0.354;0.021;forza;7;140.30;109.64;1568.86
117;252;45172;-13;1.450;-0.004;0.528;0.530;0.380;0.013;forza;7;141.09;78.74;1580.35
118;260;45432;-28;1.409;-0.000;0.523;0.500;0.417;-0.031;forza;7;140.98;51.92;1591.12
119;252;45684;-90;1.309;-0.007;0.503;0.504;0.405;-0.100;forza;7;130.71;51.76;1601.77
120;479;46163;193;1.314;-0.004;0.525;0.502;0.385;-0.096;forza;7;139.71;105.19;1618.86
121;252;46415;10;1.102;0.002;0.464;0.456;0.372;-0.192;g-track-1;7;147.25;77.54;1628.17
122;252;46667;-12;1.407;0.008;0.536;0.514;0.419;-0.066;g-track-1;7;134.95;73.20;1638.76
123;411;47078;155;1.576;-0.003;0.537;0.541;0.438;0.061;g-track-1;7;136.37;106.41;1655.91
124;459;47537;89;1.521;-0.003;0.536;0.525;0.411;0.050;g-track-1;7;141.95;88.14;1675.42
125;252;47789;-161;1.527;0.008;0.525;0.525;0.415;0.057;g-track-1;7;112.35;26.48;1685.74
126;979;48768;270;1.452;0.001;0.495;0.490;0.403;0.064;g-track-2;7;144.46;93.12;1720.06
127;1618;50386;709;1.463;-0.005;0.500;0.493;0.406;0.066;g-track-2;7;143.56;114.61;1772.15
128;889;51275;337;1.487;0.000;0.519;0.502;0.396;0.070;g-track-2;7;122.85;101.79;1807.40
129;543;51818;250;1.462;0.000;0.494;0.482;0.404;0.082;g-track-2;7;141.44;119.24;1829.41
130;259;52077;-74;1.420;-0.008;0.530;0.491;0.430;-0.027;g-track-2;7;122.84;61.71;1843.89
131;252;52329;-88;1.425;-0.000;0.548;0.507;0.418;-0.048;g-track-3;7;132.67;55.49;1855.13
132;252;52581;-39;1.567;-0.005;0.567;0.541;0.446;0.015;g-track-3;7;120.88;33.71;1865.40
133;1362;53943;549;1.352;-0.000;0.517;0.503;0.418;-0.087;g-track-3;7;136.86;103.93;1909.30
134;252;54195;83;1.434;-0.003;0.507;0.497;0.399;0.032;g-track-3;7;124.89;97.29;1920.37
135;252;54447;70;1.401;-0.002;0.515;0.485;0.381;0.021;g-track-3;7;124.10;92.34;1930.34
136;252;54699;44;1.428;0.008;0.490;0.498;0.394;0.043;ole-road-1;7;140.51;91.28;1942.73
137;252;54951;28;1.415;-0.002;0.570;0.563;0.428;-0.145;ole-road-1;7;131.74;84.44;1952.68
138;261;55212;88;1.413;0.004;0.614;0.613;0.441;-0.257;ole-road-1;6;135.87;103.13;1962.89
139;252;55464;61;1.426;-0.002;0.602;0.583;0.435;-0.192;ole-road-1;7;132.03;93.06;1973.14
140;252;55716;37;1.577;0.011;0.656;0.622;0.487;-0.194;ole-road-1;7;140.87;47.27;1983.48
141;337;56053;127;1.549;0.010;0.674;0.669;0.498;-0.297;ruudskogen;5;141.42;110.10;1998.95
142;292;56345;58;1.541;0.002;0.672;0.661;0.524;-0.316;ruudskogen;6;140.18;94.71;2011.77
143;275;56620;84;1.738;0.010;0.670;0.649;0.555;-0.141;ruudskogen;5;141.95;103.49;2023.05
144;252;56872;6;1.656;-0.003;0.604;0.617;0.511;-0.074;ruudskogen;7;140.97;84.78;2033.30
145;254;57126;-16;1.795;-0.002;0.601;0.610;0.568;0.016;ruudskogen;7;140.65;76.73;2043.62
146;336;57462;121;1.802;-0.001;0.632;0.645;0.524;0.001;street-1;6;142.77;110.39;2059.06
147;433;57895;192;1.720;-0.000;0.616;0.630;0.520;-0.046;street-1;6;141.02;116.11;2076.03
148;955;58850;386;1.916;-0.001;0.625;0.646;0.565;0.079;street-1;7;141.01;110.91;2106.68
149;1483;60333;589;1.743;0.001;0.589;0.588;0.559;0.006;street-1;5;142.08;111.13;2151.03
150;439;60772;197;1.827;0.005;0.590;0.589;0.542;0.103;street-1;5;141.30;112.42;2167.37
151;1033;61805;523;1.789;-0.003;0.589;0.587;0.530;0.084;wheel-1;7;154.98;124.88;2198.03
152;1446;63251;730;1.662;0.003;0.550;0.549;0.519;0.043;wheel-1;7;150.23;121.73;2239.36
153;1019;64270;522;1.568;-0.004;0.539;0.536;0.516;-0.020;wheel-1;5;150.55;124.26;2269.60
154;252;64522;-25;1.371;-0.001;0.528;0.513;0.490;-0.159;wheel-1;7;140.98;71.41;2279.48
155;491;65013;242;1.562;0.004;0.564;0.552;0.487;-0.043;wheel-1;7;157.44;125.86;2295.73
156;465;65478;73;1.571;0.005;0.539;0.539;0.499;-0.009;wheel-2;7;124.72;58.18;2313.18
157;426;65904;198;1.611;0.008;0.522;0.518;0.489;0.079;wheel-2;7;139.93;117.25;2327.93
158;434;66338;193;1.364;0.004;0.483;0.488;0.475;-0.084;wheel-2;4;140.33;115.21;2342.78
159;317;66655;124;1.354;-0.007;0.490;0.499;0.452;-0.084;wheel-2;6;140.55;116.10;2354.64
160;966;67621;368;1.474;-0.002;0.483;0.494;0.472;0.026;wheel-2;7;132.42;102.61;2381.59
161;257;67878;-27;1.449;-0.007;0.470;0.481;0.484;0.018;aalborg;7;135.88;68.37;2390.88
162;319;68197;35;1.711;-0.000;0.555;0.571;0.514;0.071;aalborg;1;127.57;72.28;2402.65
163;292;68489;31;1.403;0.010;0.511;0.503;0.482;-0.098;aalborg;1;123.44;71.40;2413.74
164;319;68808;28;1.531;-0.007;0.529;0.528;0.451;0.026;aalborg;2;120.43;67.83;2425.51
165;255;69063;1;1.430;0.000;0.499;0.492;0.416;0.023;aalborg;2;121.08;63.69;2435.54
166;560;69623;214;1.584;0.003;0.521;0.520;0.470;0.071;alpine-1;7;141.05;104.41;2456.24
167;696;70319;295;1.451;-0.003;0.486;0.491;0.466;0.010;alpine-1;5;141.16;109.34;2478.03
168;2733;73052;1109;1.564;0.001;0.502;0.507;0.483;0.071;alpine-1;7;142.92;104.75;2551.11
169;781;73833;350;1.478;0.006;0.509;0.504;0.480;-0.019;alpine-1;7;147.29;108.76;2575.16
170;252;74085;-142;1.564;-0.004;0.502;0.516;0.512;0.037;alpine-1;7;129.70;37.21;2585.49
171;562;74647;218;1.529;-0.005;0.475;0.487;0.457;0.113;alpine-2;6;139.73;100.41;2607.04
172;1170;75817;500;1.474;-0.002;0.503;0.511;0.458;0.004;alpine-2;6;140.07;102.87;2641.83
173;1256;77073;536;1.473;-0.000;0.488;0.490;0.467;0.028;alpine-2;7;141.41;104.34;2680.59
174;2426;79499;1072;1.473;-0.001;0.472;0.483;0.450;0.070;alpine-2;7;142.15;105.53;2750.60
175;1727;81226;790;1.368;-0.002;0.468;0.479;0.433;-0.010;alpine-2;7;141.32;105.64;2801.19
176;320;81546;127;1.432;-0.001;0.487;0.494;0.455;-0.005;e-track-1;7;140.36;109.92;2833.93
177;347;81893;98;1.384;-0.004;0.490;0.483;0.425;-0.012;e-track-1;6;158.50;101.24;2846.98
178;343;82236;112;1.391;-0.001;0.467;0.482;0.426;0.017;e-track-1;5;156.09;102.63;2860.30
179;316;82552;125;1.403;-0.004;0.468;0.478;0.414;0.045;e-track-1;6;161.22;110.30;2872.93
180;252;82804;-57;1.359;-0.005;0.477;0.488;0.410;-0.013;e-track-1;7;140.69;61.01;2883.66
181;257;83061;-156;1.448;-0.007;0.464;0.472;0.444;0.071;e-track-2;7;152.89;35.41;2895.67
182;595;83656;244;1.569;0.005;0.541;0.564;0.452;0.009;e-track-2;5;139.35;104.24;2917.04
183;1948;85604;814;1.376;0.003;0.490;0.494;0.428;-0.038;e-track-2;4;140.15;103.16;2982.38
184;1591;87195;732;1.355;0.003;0.459;0.469;0.401;0.025;e-track-2;3;142.20;108.62;3029.14
185;4758;91953;2203;1.416;0.001;0.472;0.485;0.414;0.045;e-track-2;4;143.70;107.20;3184.93
186;528;92481;212;1.261;0.006;0.444;0.452;0.391;-0.029;e-track-3;7;148.16;115.19;3202.14
187;252;92733;88;1.334;0.001;0.427;0.447;0.438;0.022;e-track-3;7;153.85;104.21;3213.00
188;500;93233;258;1.414;0.002;0.486;0.487;0.399;0.041;e-track-3;7;170.88;132.03;3230.44
189;252;93485;49;1.427;0.000;0.489;0.496;0.458;-0.017;e-track-3;7;159.57;105.18;3240.81
190;1874;95359;991;1.314;0.002;0.467;0.478;0.408;-0.040;e-track-3;7;167.78;127.24;3295.84
191;325;95684;185;1.384;-0.009;0.506;0.506;0.439;-0.063;e-track-4;6;162.49;138.20;3310.63
192;380;96064;221;1.337;-0.001;0.448;0.461;0.448;-0.018;e-track-4;7;170.59;140.10;3324.59
193;694;96758;409;1.241;-0.003;0.432;0.445;0.429;-0.063;e-track-4;6;170.97;137.54;3347.88
194;259;97017;-49;1.319;0.003;0.449;0.452;0.389;0.028;e-track-4;7;127.83;56.89;3358.24
195;1121;98138;641;1.443;-0.002;0.480;0.494;0.427;0.042;e-track-4;6;171.38;134.91;3391.49
196;253;98391;63;1.380;0.006;0.508;0.489;0.458;-0.078;e-track-6;6;136.28;94.26;3403.88
197;252;98643;47;1.456;-0.007;0.537;0.551;0.430;-0.059;e-track-6;7;141.06;95.62;3414.21
198;453;99096;196;1.388;0.005;0.500;0.523;0.423;-0.061;e-track-6;3;168.89;114.48;3429.78
199;920;100016;424;1.376;0.002;0.485;0.503;0.423;-0.036;e-track-6;6;170.83;119.46;3457.93
200;903;100919;439;1.469;-0.003;0.479;0.509;0.432;0.050;e-track-6;7;167.42;119.23;3485.28
201;278;101197;124;1.467;-0.004;0.498;0.531;0.392;0.047;forza;5;140.81;119.07;3502.41
202;1188;102385;710;1.413;-0.001;0.510;0.529;0.415;-0.041;forza;7;160.33;136.04;3540.45
203;1936;104321;1183;1.486;0.003;0.509;0.527;0.432;0.017;forza;6;156.22;136.83;3600.02
204;3829;108150;2329;1.425;0.003;0.483;0.499;0.424;0.018;forza;7;159.23;135.81;3709.85
205;378;108528;1;1.482;-0.003;0.470;0.484;0.412;0.118;forza;7;128.17;81.44;3722.86
206;806;109334;445;1.436;0.007;0.493;0.521;0.420;-0.001;g-track-1;4;171.79;130.51;3747.07
207;610;109944;340;1.389;-0.001;0.488;0.512;0.426;-0.036;g-track-1;7;157.60;131.79;3767.24
208;1189;111133;641;1.452;0.001;0.502;0.513;0.434;0.003;g-track-1;6;153.68;128.61;3802.91
209;252;111385;-156;1.658;0.003;0.551;0.589;0.471;0.045;g-track-1;7;114.62;34.62;3812.75
210;896;112281;505;1.520;0.007;0.516;0.554;0.467;-0.020;g-track-1;3;155.62;131.44;3840.59
211;3327;115608;2045;1.537;0.001;0.508;0.537;0.476;0.016;g-track-2;4;180.70;140.56;3950.70
212;745;116353;222;1.481;-0.001;0.487;0.507;0.499;-0.011;g-track-2;7;142.22;100.52;3975.17
213;3070;119423;1942;1.571;0.000;0.522;0.556;0.512;-0.019;g-track-2;7;171.40;143.00;4065.77
214;544;119967;255;1.607;0.007;0.538;0.627;0.485;-0.047;g-track-2;7;151.15;121.43;4083.07
215;1942;121909;1251;1.613;0.005;0.521;0.565;0.512;0.012;g-track-2;7;189.68;145.76;4140.11
216;691;122600;278;1.595;-0.000;0.546;0.587;0.488;-0.025;g-track-3;6;148.56;107.68;4162.65
217;1358;123958;674;1.638;0.002;0.546;0.567;0.513;0.011;g-track-3;3;144.11;115.96;4204.61
218;4141;128099;2163;1.595;0.003;0.532;0.554;0.495;0.012;g-track-3;3;149.94;118.61;4323.78
219;262;128361;75;1.637;-0.001;0.552;0.568;0.533;-0.015;g-track-3;7;141.54;94.72;4333.92
220;2506;130867;1246;1.687;0.003;0.549;0.571;0.554;0.011;g-track-3;3;146.78;116.10;4405.31
221;322;131189;82;1.750;0.004;0.563;0.629;0.591;-0.034;ole-road-1;7;141.03;97.37;4420.31
222;396;131585;171;1.923;-0.003;0.579;0.571;0.710;0.064;ole-road-1;5;151.71;119.94;4434.95
223;252;131837;-115;2.182;0.006;0.619;0.729;0.841;-0.010;ole-road-1;7;140.73;46.49;4445.19
224;253;132090;19;1.864;0.004;0.574;0.604;0.629;0.055;ole-road-1;7;135.70;86.61;4455.87
225;362;132452;145;1.781;0.013;0.595;0.627;0.583;-0.030;ole-road-1;6;161.64;116.60;4469.41
226;252;132704;-104;2.003;-0.002;0.642;0.674;0.694;-0.005;ruudskogen;7;139.96;42.66;4482.39
227;252;132956;-104;2.389;0.010;0.747;0.775;0.719;0.142;ruudskogen;7;141.15;38.59;4492.92
228;261;133217;81;2.911;-0.001;0.957;0.959;0.999;-0.005;ruudskogen;4;147.52;109.90;4503.65
229;252;133469;-112;2.327;-0.004;0.745;0.778;0.700;0.106;ruudskogen;7;139.61;37.62;4514.42
230;513;133982;259;2.369;0.001;0.771;0.788;0.749;0.060;ruudskogen;2;156.76;127.05;4534.25
231;285;134267;8;2.058;0.006;0.741;0.718;0.632;-0.036;street-1;7;175.85;96.97;4548.52
232;252;134519;45;1.837;-0.002;0.700;0.684;0.561;-0.108;street-1;7;149.78;61.19;4562.68
233;590;135109;249;2.442;0.005;0.767;0.815;0.772;0.085;street-1;7;149.39;111.94;4591.11
234;252;135361;76;2.332;-0.006;0.774;0.836;0.770;-0.045;street-1;7;142.34;104.25;4603.34
235;444;135805;198;2.028;0.011;0.704;0.749;0.654;-0.084;street-1;7;144.45;116.61;4623.41
236;418;136223;239;2.079;0.003;0.717;0.720;0.701;-0.060;wheel-1;4;171.86;140.13;4639.49
237;432;136655;252;2.257;0.006;0.764;0.790;0.732;-0.032;wheel-1;3;171.29;143.14;4654.74
238;2825;139480;1664;2.199;0.005;0.730;0.764;0.720;-0.018;wheel-1;7;192.90;138.53;4760.68
239;256;139736;21;2.061;0.013;0.636;0.663;0.638;0.117;wheel-1;7;143.64;94.07;4771.17
240;4806;144542;2941;2.077;0.003;0.694;0.709;0.672;0.001;wheel-1;4;171.00;140.96;4927.59
241;252;144794;-92;2.235;-0.002;0.699;0.708;0.713;0.115;wheel-2;7;125.50;51.21;4940.37
242;399;145193;207;2.086;-0.005;0.685;0.720;0.670;0.014;wheel-2;2;155.45;125.36;4958.95
243;252;145445;32;2.021;0.001;0.692;0.701;0.681;-0.054;wheel-2;7;143.69;91.29;4971.51
244;407;145852;207;2.129;0.009;0.715;0.699;0.777;-0.066;wheel-2;5;151.58;124.03;4987.49
245;764;146616;402;2.185;0.007;0.701;0.740;0.714;0.025;wheel-2;5;191.77;127.08;5020.07
246;1246;147862;348;2.173;-0.003;0.708;0.707;0.752;0.008;aalborg;7;148.14;85.38;5069.86
247;252;148114;1;2.195;-0.011;0.703;0.714;0.764;0.020;aalborg;7;112.91;33.21;5079.56
